#format: eventNumber, prototrackIndex, nMeasurements, nStates, nOutliers, nHoles, nSharedHits, chi2PerNDF, pT, eta, duplicate, fake
0, 0, 15, 100, 8, 77, 0, 3.74595, 0.108663, -0.897127, 1, 0
0, 1, 50, 174, 0, 124, 0, 1.7789, 0.668078, 0.304355, 1, 0
0, 2, 48, 167, 0, 119, 0, 2.40713, 0.679048, 0.30433, 1, 0
0, 3, 50, 174, 0, 124, 0, 2.47581, 0.67796, 0.304393, 1, 0
0, 4, 34, 109, 0, 75, 0, 3.71632, 0.998663, 0.305086, 1, 0
0, 5, 47, 170, 0, 123, 0, 0.607003, 0.639467, 0.304384, 1, 0
0, 6, 44, 164, 0, 120, 0, 1.12822, 0.5975, 0.304134, 1, 0
0, 7, 45, 168, 0, 123, 0, 1.39644, 0.590163, 0.304158, 1, 0
0, 8, 44, 163, 0, 119, 0, 0.552976, 0.624995, 0.304074, 1, 0
0, 9, 44, 163, 0, 119, 0, 0.550451, 0.623409, 0.30409, 1, 0
0, 10, 43, 160, 0, 117, 0, 0.536814, 0.619549, 0.303783, 1, 0
0, 11, 43, 160, 0, 117, 0, 0.530419, 0.6184, 0.303804, 1, 0
0, 12, 44, 159, 0, 115, 0, 1.01031, 0.654779, 0.303804, 1, 0
0, 13, 45, 160, 0, 115, 0, 1.50744, 0.669055, 0.303877, 1, 0
0, 14, 41, 153, 0, 112, 0, 0.758985, 0.599144, 0.303607, 1, 0
0, 15, 41, 154, 0, 113, 0, 0.856258, 0.591901, 0.30364, 1, 0
0, 16, 43, 157, 0, 114, 0, 0.848098, 0.656669, 0.303629, 1, 0
0, 17, 42, 156, 0, 114, 0, 0.817967, 0.605659, 0.303585, 1, 0
0, 18, 43, 160, 0, 117, 0, 0.84613, 0.59843, 0.303847, 1, 0
0, 19, 41, 156, 0, 115, 0, 1.73821, 0.579599, 0.303548, 1, 0
0, 20, 42, 155, 0, 113, 0, 0.566004, 0.62062, 0.303596, 1, 0
0, 21, 40, 151, 0, 111, 0, 0.562192, 0.618858, 0.303735, 1, 0
0, 22, 40, 151, 0, 111, 0, 0.643856, 0.608348, 0.303734, 1, 0
0, 23, 38, 146, 0, 108, 0, 1.17031, 0.594195, 0.303596, 1, 0
0, 24, 41, 154, 0, 113, 0, 0.884916, 0.59066, 0.303639, 1, 0
0, 25, 38, 144, 0, 106, 0, 0.593758, 0.643907, 0.303683, 1, 0
0, 26, 39, 149, 0, 110, 0, 0.662715, 0.641727, 0.303741, 1, 0
0, 27, 36, 138, 0, 102, 0, 0.646801, 0.638902, 0.304132, 1, 0
0, 28, 40, 151, 0, 111, 0, 0.553123, 0.621882, 0.303736, 1, 0
0, 29, 39, 149, 0, 110, 0, 0.561787, 0.623489, 0.303737, 1, 0
0, 30, 39, 149, 0, 110, 0, 0.563171, 0.622263, 0.303735, 1, 0
0, 31, 40, 149, 0, 109, 0, 1.8904, 0.699654, 0.303755, 1, 0
0, 32, 37, 142, 0, 105, 0, 0.662168, 0.619555, 0.304216, 1, 0
