# format: trackId, is-primary, nHits, pt, eta, pdg, q
0, 1, 0, 0.130932, 3.88175, 2212, 3.000000
1, 1, 0, 0.16592, 3.91218, 2212, 3.000000
2, 1, 0, 0.153644, 3.74643, 2212, 3.000000
3, 1, 0, 0.142696, 4.06427, 2212, 3.000000
4, 1, 0, 0.170955, 3.64263, 2212, 3.000000
5, 1, 0, 0.416393, 2.79555, 2212, 3.000000
6, 1, 0, 0.151588, 3.88423, 2212, 3.000000
7, 1, 0, 0.0908126, 4.13639, 2212, 3.000000
8, 1, 0, 0.166007, 3.70694, 2212, 3.000000
9, 1, 0, 0.20925, 3.4468, 2212, 3.000000
10, 1, 0, 0.176197, 3.54706, 2212, 3.000000
11, 1, 0, 0.123789, 3.90053, 2212, 3.000000
12, 1, 29, 0.17815, -1.45844, 2212, 3.000000
13, 1, 0, 0.056089, 4.61649, 2212, 3.000000
14, 1, 0, 0.205018, 3.48915, 2212, 3.000000
15, 1, 0, 0.214363, 3.57379, 2212, 3.000000
16, 1, 0, 0.228148, 3.29373, 2212, 3.000000
17, 1, 0, 0.202123, 3.43227, 2212, 3.000000
18, 1, 0, 0.00815456, 6.85815, 2212, 3.000000
19, 1, 0, 0.14509, 4.03253, 2212, 3.000000
20, 1, 0, 0.241065, 3.56976, 2212, 3.000000
21, 1, 0, 0.168139, 3.58455, 2212, 3.000000
22, 1, 0, 0.220959, 3.45766, 2212, 3.000000
23, 1, 0, 0.0368904, 5.22622, 2212, 3.000000
24, 1, 0, 0.274575, 3.239, 2212, 3.000000
25, 1, 0, 0.0870755, 4.3264, 2212, 3.000000
26, 1, 0, 0.194215, 3.59938, 2212, 3.000000
27, 1, 0, 0.0781929, 4.33445, 2212, 3.000000
28, 1, 0, 0.176133, 3.51287, 2212, 3.000000
29, 1, 0, 0.183987, 3.69126, 2212, 3.000000
30, 1, 54, 0.572792, 0.961787, 2212, 3.000000
31, 1, 0, 0.267148, 3.40566, 2212, 3.000000
32, 1, 0, 0.152518, 3.91332, 2212, 3.000000
33, 1, 0, 0.165825, 3.58313, 2212, 3.000000
34, 1, 0, 0.113268, 4.11147, 2212, 3.000000
35, 1, 0, 0.145421, 3.87388, 2212, 3.000000
36, 1, 0, 0.122596, 4.21812, 2212, 3.000000
37, 1, 0, 0.216727, 3.59694, 2212, 3.000000
38, 1, 0, 0.155719, 3.85566, 2212, 3.000000
39, 1, 0, 0.101757, 4.34142, 2212, 3.000000
40, 1, 0, 0.138724, 3.75839, 2212, 3.000000
41, 1, 0, 0.119325, 4.16289, 2212, 3.000000
42, 1, 53, 1.00609, 0.308539, 2212, 3.000000
43, 1, 0, 0.0766005, 4.66308, 2212, 3.000000
44, 1, 0, 0.0129692, 6.04459, 2212, 3.000000
45, 1, 0, 0.170216, 3.5456, 2212, 3.000000
46, 1, 0, 0.0951353, 4.129, 2212, 3.000000
47, 1, 0, 0.161052, 3.70922, 2212, 3.000000
48, 1, 0, 0.192594, 3.60373, 2212, 3.000000
49, 1, 0, 0.197587, 3.66063, 2212, 3.000000
50, 1, 0, 0.163013, 3.7575, 2212, 3.000000
51, 1, 0, 0.184996, 3.57652, 2212, 3.000000
52, 1, 0, 0.202575, 3.74221, 2212, 3.000000
53, 1, 0, 0.167109, 3.56291, 2212, 3.000000
54, 1, 0, 0.138456, 3.83427, 2212, 3.000000
55, 1, 0, 0.952994, 0.641953, 2112, 0.000000
56, 1, 0, 0.347153, 2.89578, 2212, 3.000000
57, 1, 0, 0.252238, 2.93085, 2212, 3.000000
58, 1, 0, 0.137957, 3.87943, 2212, 3.000000
59, 1, 0, 0.122951, 3.69004, 2212, 3.000000
60, 1, 0, 0.416014, 2.48076, 2212, 3.000000
61, 1, 0, 0.0768729, 4.29582, 2212, 3.000000
62, 1, 0, 0.417146, 2.6275, 2212, 3.000000
63, 1, 0, 0.0823579, 4.16125, 2212, 3.000000
64, 1, 55, 0.789711, -0.338463, 2212, 3.000000
65, 1, 0, 0.326935, 3.0085, 2212, 3.000000
66, 1, 0, 0.245404, 3.43718, 2212, 3.000000
67, 1, 0, 0.0820883, 4.55877, 2212, 3.000000
68, 1, 51, 1.19934, -0.410324, 2212, 3.000000
69, 1, 0, 0.241675, 2.8711, 2112, 0.000000
70, 1, 0, 0.148879, 3.89926, 2212, 3.000000
71, 1, 0, 0.142745, 3.65417, 2212, 3.000000
72, 1, 0, 0.140101, 3.91465, 2212, 3.000000
73, 1, 55, 0.495332, 0.695872, 2212, 3.000000
74, 1, 0, 0.731642, 2.20237, 2212, 3.000000
75, 1, 0, 0.0555965, 4.67179, 2212, 3.000000
76, 1, 0, 0.223228, 3.51341, 2212, 3.000000
