#format: eventNumber, prototrackIndex, nMeasurements, nStates, nOutliers, nHoles, nSharedHits, chi2PerNDF, pT, eta, duplicate, fake
6, 22, 22, 128, 21, 85, 0, 2.09578, 0.159449, -0.850491, 1, 0
6, 23, 22, 103, 5, 76, 0, 2.63256, 0.419581, -0.586393, 1, 0
6, 24, 23, 103, 4, 76, 0, 2.53073, 0.444623, -0.585656, 1, 0
6, 25, 22, 99, 4, 73, 0, 2.59082, 0.415856, -0.583177, 1, 0
6, 26, 12, 77, 9, 56, 0, 2.83232, 0.415413, -0.588501, 1, 0
6, 27, 12, 61, 5, 44, 0, 1.82558, 0.500218, -0.578186, 1, 0
6, 28, 7, 27, 1, 19, 0, 1.84777, 0.473194, -0.593501, 1, 0
6, 29, 26, 114, 8, 80, 0, 1.61097, 0.124104, -0.27415, 1, 0
6, 30, 24, 108, 8, 76, 0, 1.66778, 0.127318, -0.274568, 1, 0
6, 31, 26, 111, 7, 78, 0, 1.97038, 0.125162, -0.2745, 1, 0
6, 32, 24, 113, 8, 81, 0, 2.34365, 0.126108, -0.274028, 1, 0
6, 33, 36, 158, 12, 110, 0, 2.39995, 0.114105, -0.272691, 1, 0
6, 34, 25, 111, 8, 78, 0, 1.95285, 0.126902, -0.274346, 1, 0
6, 35, 23, 103, 7, 73, 0, 1.96584, 0.126322, -0.273548, 1, 0
6, 36, 29, 138, 10, 99, 0, 2.87902, 0.115493, -0.271158, 1, 0
6, 37, 30, 141, 12, 99, 0, 2.61624, 0.114584, -0.271958, 1, 0
6, 38, 19, 94, 8, 67, 0, 2.15985, 0.121105, -0.273347, 1, 0
6, 39, 22, 130, 14, 94, 0, 2.27325, 0.115761, -0.270544, 1, 0
6, 40, 25, 137, 14, 98, 0, 2.34555, 0.115997, -0.271094, 1, 0
6, 41, 29, 137, 10, 98, 0, 2.89197, 0.115526, -0.271162, 1, 0
6, 42, 3, 14, 2, 9, 0, 1.83565, 0.0794692, -0.00380291, 1, 0
6, 43, 3, 14, 2, 9, 0, 0.330315, 0.0796634, -0.0038265, 1, 0
6, 44, 3, 19, 3, 13, 0, 0.054233, 0.0904059, -0.0744242, 1, 0
6, 45, 6, 21, 0, 15, 0, 0.923817, 0.243453, -0.216496, 1, 0
6, 46, 31, 144, 19, 94, 0, 2.92458, 0.707062, 1.0924, 0, 0
6, 47, 14, 71, 13, 44, 0, 2.76751, 0.640096, 1.11016, 1, 0
6, 48, 31, 144, 19, 94, 0, 2.97156, 0.704661, 1.09244, 1, 0
6, 49, 30, 143, 19, 94, 0, 2.92603, 0.758151, 1.09278, 1, 0
6, 50, 30, 136, 16, 90, 0, 3.58062, 0.800485, 1.09068, 1, 0
6, 51, 21, 135, 25, 89, 0, 2.37698, 0.85541, 1.09543, 1, 0
6, 52, 3, 11, 1, 7, 0, 1.37966, 0.0523222, 0.315268, 1, 0
6, 53, 3, 21, 3, 15, 0, 0.296422, 0.0835494, 0.34045, 1, 0
6, 54, 13, 72, 11, 48, 0, 1.87926, 0.143228, 0.469696, 1, 0
6, 55, 28, 131, 16, 87, 0, 3.8863, 0.842663, 1.09062, 1, 0
6, 56, 27, 131, 17, 87, 0, 3.46166, 0.860363, 1.09027, 1, 0
6, 57, 30, 133, 16, 87, 0, 3.46158, 0.727694, 1.09051, 1, 0
6, 58, 28, 134, 18, 88, 0, 3.13226, 0.692746, 1.09174, 1, 0
6, 59, 8, 80, 20, 52, 0, 0.80153, 1.18917, 1.00451, 1, 0
6, 60, 7, 24, 3, 14, 0, 1.61452, 0.490105, 1.00468, 1, 0
6, 61, 23, 111, 14, 74, 0, 2.42294, 0.786663, 1.08863, 1, 0
6, 62, 26, 120, 15, 79, 0, 2.53063, 0.675199, 1.08892, 1, 0
6, 63, 26, 120, 15, 79, 0, 2.94407, 0.635744, 1.08898, 1, 0
6, 64, 22, 106, 13, 71, 0, 2.57607, 0.913594, 1.09021, 1, 0
6, 65, 5, 78, 22, 51, 0, 0.440981, 1.63264, 1.18959, 1, 0
6, 66, 23, 109, 13, 73, 0, 2.33936, 0.761977, 1.08839, 1, 0
6, 67, 22, 106, 13, 71, 0, 1.754, 0.806264, 1.09, 1, 0
6, 68, 19, 96, 12, 65, 0, 2.18315, 0.693308, 1.08819, 1, 0
6, 69, 19, 89, 10, 60, 0, 3.74529, 0.789409, 1.09326, 1, 0
6, 70, 18, 82, 8, 56, 0, 3.44981, 1.13024, 1.08798, 1, 0
6, 71, 17, 111, 17, 77, 0, 2.20206, 0.970654, 1.0798, 1, 0
6, 72, 16, 81, 10, 55, 0, 2.21559, 0.925968, 1.08525, 1, 0
6, 73, 16, 82, 5, 61, 0, 2.71558, 0.164136, 0.759291, 1, 0
6, 74, 14, 70, 4, 52, 0, 2.59752, 0.173872, 0.762142, 1, 0
6, 75, 12, 52, 2, 38, 0, 2.80015, 0.159595, 0.77283, 1, 0
6, 76, 7, 30, 1, 22, 0, 1.56785, 0.313154, 0.672802, 1, 0
6, 77, 8, 30, 0, 22, 0, 3.91904, 0.294934, 0.675935, 1, 0
6, 78, 8, 30, 0, 22, 0, 3.91571, 0.288839, 0.675922, 1, 0
6, 79, 15, 99, 19, 65, 0, 1.94775, 0.149737, -0.849645, 1, 0
6, 80, 16, 115, 24, 75, 0, 1.46946, 0.159228, -0.843838, 1, 0
6, 81, 10, 88, 23, 55, 0, 1.15762, 0.151565, -0.830985, 1, 0
6, 82, 23, 67, 2, 42, 0, 3.14685, 0.146059, -0.279721, 1, 0
6, 83, 39, 168, 10, 119, 0, 2.87566, 0.115811, -0.273024, 1, 0
6, 84, 36, 180, 15, 129, 0, 1.81627, 0.114005, -0.274054, 1, 0
6, 85, 34, 174, 15, 125, 0, 1.86628, 0.114137, -0.273801, 1, 0
6, 86, 34, 174, 15, 125, 0, 1.92373, 0.114113, -0.2738, 1, 0
6, 87, 32, 130, 7, 91, 0, 1.84992, 0.122702, -0.275275, 1, 0
6, 88, 38, 162, 10, 114, 0, 2.52512, 0.115558, -0.272273, 1, 0
6, 89, 40, 169, 12, 117, 0, 2.35275, 0.114206, -0.27295, 1, 0
6, 90, 25, 125, 12, 88, 0, 2.99081, 0.12531, -0.274569, 1, 0
6, 91, 39, 169, 12, 118, 0, 2.06391, 0.11422, -0.272967, 1, 0
6, 92, 29, 122, 8, 85, 0, 1.61207, 0.124206, -0.27419, 1, 0
6, 93, 27, 115, 8, 80, 0, 1.66608, 0.124856, -0.274069, 1, 0
6, 94, 39, 166, 12, 115, 0, 2.26472, 0.114337, -0.272842, 1, 0
6, 95, 40, 168, 12, 116, 0, 2.31563, 0.114142, -0.272959, 1, 0
6, 96, 27, 116, 8, 81, 0, 1.59794, 0.123782, -0.274006, 1, 0
6, 97, 39, 166, 12, 115, 0, 2.3113, 0.114461, -0.272852, 1, 0
6, 98, 30, 122, 7, 85, 0, 2.08634, 0.124847, -0.274244, 1, 0
6, 99, 28, 119, 8, 83, 0, 1.71362, 0.126026, -0.274356, 1, 0
6, 100, 30, 124, 8, 86, 0, 1.90861, 0.119343, -0.274764, 1, 0
6, 101, 25, 110, 8, 77, 0, 1.79267, 0.125777, -0.274299, 1, 0
6, 102, 37, 160, 12, 111, 0, 2.34057, 0.114307, -0.272708, 1, 0
6, 103, 23, 116, 11, 82, 0, 2.52578, 0.127777, -0.274425, 1, 0
6, 104, 19, 82, 3, 60, 0, 1.58493, 0.25376, -0.211658, 1, 0
6, 105, 18, 71, 1, 52, 0, 1.96347, 0.24277, -0.20618, 1, 0
6, 106, 16, 65, 1, 48, 0, 1.47371, 0.259148, -0.210163, 1, 0
6, 107, 13, 54, 1, 40, 0, 1.35673, 0.237966, -0.209372, 1, 0
6, 108, 4, 17, 4, 9, 0, 2.65311, 0.118592, 0.0573045, 1, 0
6, 109, 4, 24, 5, 15, 0, 1.36163, 0.108896, -0.0254792, 0, 0
6, 110, 4, 14, 3, 7, 0, 1.98411, 0.0856815, -0.0467955, 1, 0
6, 111, 3, 14, 3, 8, 0, 0.0267653, 0.309216, -0.0442231, 1, 0
6, 112, 22, 114, 16, 76, 0, 2.33606, 0.14526, 0.470857, 1, 0
6, 113, 24, 123, 17, 82, 0, 1.65843, 0.14636, 0.470747, 1, 0
6, 114, 6, 21, 1, 14, 0, 2.0831, 0.133084, 0.506335, 1, 0
6, 115, 5, 25, 2, 18, 0, 1.0202, 0.114973, 0.35608, 1, 0
6, 116, 18, 110, 13, 79, 0, 3.24556, 0.174097, 0.76683, 1, 0
6, 117, 12, 60, 8, 40, 0, 3.26287, 0.994043, 1.0894, 1, 0
6, 118, 20, 85, 3, 62, 0, 4.09142, 0.160887, 0.765741, 1, 0
6, 119, 7, 31, 5, 19, 0, 1.30925, 0.445124, 1.06463, 1, 0
6, 120, 10, 86, 16, 60, 0, 1.54681, 0.771467, 1.0626, 0, 1
6, 121, 5, 22, 2, 15, 0, 1.91858, 0.781106, 1.13813, 1, 0
6, 122, 6, 22, 1, 15, 0, 5.26443, 0.732339, 1.08178, 1, 0
6, 123, 7, 27, 1, 19, 0, 3.94396, 0.634541, 1.06776, 1, 0
6, 124, 5, 18, 1, 12, 0, 3.21121, 0.764623, 1.04537, 1, 0
6, 125, 5, 21, 3, 13, 0, 4.06391, 0.204878, -1.68283, 1, 0
6, 126, 7, 37, 6, 24, 0, 2.56743, 0.304663, -1.73093, 1, 0
6, 127, 7, 38, 7, 24, 0, 1.81418, 0.269365, -1.6425, 1, 0
6, 128, 8, 38, 6, 24, 0, 1.48074, 0.393329, -1.63978, 0, 0
6, 129, 7, 35, 6, 22, 0, 1.88914, 0.346716, -1.6331, 1, 0
6, 130, 7, 32, 5, 20, 0, 2.94459, 0.536718, -1.64987, 1, 0
6, 131, 7, 34, 6, 21, 0, 1.87241, 0.836031, -1.63364, 1, 0
6, 132, 7, 35, 6, 22, 0, 1.85479, 0.472729, -1.63304, 1, 0
6, 133, 8, 37, 6, 23, 0, 1.54772, 0.324929, -1.64005, 1, 0
6, 134, 3, 12, 2, 7, 0, 1.57676, 0.318003, -1.64225, 1, 0
6, 135, 3, 15, 3, 9, 0, 3.06779, 0.451443, -1.56311, 1, 0
6, 136, 5, 26, 5, 16, 0, 0.74634, 0.454673, -1.63888, 1, 0
6, 137, 4, 21, 4, 13, 0, 0.932306, 0.312297, -1.63965, 1, 0
6, 138, 30, 136, 10, 96, 0, 2.51399, 0.122334, -0.275501, 1, 0
6, 139, 34, 136, 9, 93, 0, 2.17129, 0.121957, -0.276291, 1, 0
6, 140, 42, 177, 11, 124, 0, 2.38016, 0.11569, -0.2733, 1, 0
6, 141, 20, 64, 3, 41, 0, 3.18663, 0.148865, -0.278776, 1, 0
6, 142, 30, 138, 11, 97, 0, 2.55739, 0.122402, -0.276112, 1, 0
6, 143, 42, 179, 13, 124, 0, 2.02761, 0.114398, -0.273761, 0, 0
6, 144, 17, 54, 1, 36, 0, 2.33341, 0.160608, -0.278483, 1, 0
6, 145, 41, 176, 12, 123, 0, 2.28102, 0.114253, -0.273481, 1, 0
6, 146, 37, 141, 6, 98, 0, 2.62898, 0.11804, -0.276431, 1, 0
6, 147, 30, 126, 6, 90, 0, 1.79969, 0.240587, -0.210213, 1, 0
6, 148, 30, 129, 7, 92, 0, 1.69119, 0.245428, -0.208553, 1, 0
6, 149, 31, 125, 5, 89, 0, 2.4915, 0.23639, -0.210197, 1, 0
6, 150, 32, 128, 6, 90, 0, 1.79649, 0.248581, -0.209211, 1, 0
6, 151, 27, 114, 5, 82, 0, 1.37795, 0.245807, -0.209913, 1, 0
6, 152, 26, 109, 4, 79, 0, 2.8381, 0.231007, -0.211063, 1, 0
6, 153, 24, 104, 4, 76, 0, 1.3907, 0.23406, -0.209095, 1, 0
6, 154, 27, 107, 4, 76, 0, 1.68236, 0.250111, -0.210032, 1, 0
6, 155, 3, 14, 2, 9, 0, 3.93474, 0.0730306, -0.094895, 1, 0
6, 156, 3, 14, 2, 9, 0, 1.24429, 0.0729105, -0.0971827, 1, 0
6, 157, 3, 26, 10, 13, 0, 0.0482528, 0.793703, -0.341413, 1, 0
6, 158, 3, 15, 4, 8, 0, 0.164737, 0.0961982, -0.0996495, 1, 0
6, 159, 7, 33, 8, 18, 0, 1.30466, 0.357729, 0.90188, 1, 0
6, 160, 5, 16, 2, 9, 0, 0.597876, 0.351266, 0.78915, 1, 0
6, 161, 21, 71, 11, 39, 0, 2.95881, 1.04836, 0.865041, 1, 0
6, 162, 36, 181, 19, 126, 0, 2.87038, 0.434738, 0.869945, 0, 0
6, 163, 5, 15, 1, 9, 0, 1.48741, 0.276674, 0.951886, 1, 0
6, 164, 34, 161, 14, 113, 0, 3.53869, 0.434447, 0.870756, 1, 0
6, 165, 30, 156, 16, 110, 0, 4.05777, 0.421923, 0.872734, 1, 0
6, 166, 14, 45, 9, 22, 0, 2.8538, 0.621268, 0.848933, 1, 0
6, 167, 35, 138, 12, 91, 0, 2.71746, 0.166148, 0.76972, 1, 0
6, 168, 34, 139, 13, 92, 0, 2.84917, 0.166095, 0.770306, 1, 0
6, 169, 11, 33, 6, 16, 0, 2.20434, 0.144872, 0.797804, 1, 0
6, 170, 25, 144, 15, 104, 0, 2.64168, 0.426074, 0.869747, 1, 0
6, 171, 28, 136, 14, 94, 0, 2.71439, 0.518911, 0.87005, 1, 0
6, 172, 30, 136, 13, 93, 0, 2.66288, 0.531204, 0.869665, 1, 0
6, 173, 34, 139, 12, 93, 0, 3.11835, 0.169565, 0.770117, 1, 0
6, 174, 30, 139, 21, 88, 0, 1.4463, 0.136027, 0.475792, 1, 0
6, 175, 30, 142, 21, 91, 0, 1.08499, 0.135623, 0.475872, 1, 0
6, 176, 29, 140, 22, 89, 0, 1.75428, 0.135989, 0.476175, 1, 0
6, 177, 30, 143, 22, 91, 0, 1.30522, 0.135077, 0.475848, 1, 0
6, 178, 35, 137, 11, 91, 0, 3.21391, 0.167919, 0.770322, 1, 0
6, 179, 29, 137, 17, 91, 0, 3.1946, 0.169689, 0.770025, 1, 0
6, 180, 8, 24, 3, 13, 0, 3.36088, 0.141351, 0.799238, 1, 0
6, 181, 30, 132, 13, 89, 0, 3.10314, 0.165065, 0.770328, 1, 0
6, 182, 7, 25, 5, 13, 0, 1.66541, 0.150676, 0.803414, 1, 0
6, 183, 30, 131, 13, 88, 0, 2.59996, 0.168437, 0.770745, 1, 0
6, 184, 31, 132, 12, 89, 0, 3.03211, 0.166111, 0.770081, 1, 0
6, 185, 31, 135, 14, 90, 0, 2.75481, 0.165726, 0.770243, 1, 0
6, 186, 32, 139, 19, 88, 0, 1.9927, 0.145156, 0.472269, 1, 0
6, 187, 29, 137, 21, 87, 0, 1.4562, 0.136071, 0.475739, 1, 0
6, 188, 26, 129, 19, 84, 0, 1.55502, 0.136325, 0.4757, 1, 0
6, 189, 28, 133, 18, 87, 0, 1.65365, 0.146263, 0.471596, 1, 0
6, 190, 9, 28, 5, 14, 0, 1.61467, 0.552948, 0.840542, 1, 0
6, 191, 7, 76, 17, 52, 0, 1.44017, 0.177486, 0.699472, 1, 0
6, 192, 25, 127, 15, 87, 0, 3.34936, 0.161589, 0.768997, 1, 0
6, 193, 30, 134, 18, 86, 0, 2.04183, 0.145255, 0.471858, 1, 0
6, 194, 30, 136, 18, 88, 0, 1.9643, 0.145836, 0.47187, 1, 0
6, 195, 28, 131, 17, 86, 0, 2.2234, 0.145107, 0.471633, 1, 0
6, 196, 29, 136, 20, 87, 0, 1.74818, 0.146803, 0.471676, 1, 0
6, 197, 27, 127, 17, 83, 0, 2.13266, 0.146186, 0.471195, 1, 0
6, 198, 29, 132, 17, 86, 0, 2.03495, 0.146059, 0.471802, 1, 0
6, 199, 28, 123, 10, 85, 0, 2.84572, 0.167382, 0.770997, 1, 0
6, 200, 26, 120, 11, 83, 0, 3.11202, 0.166593, 0.770868, 1, 0
6, 201, 26, 125, 15, 84, 0, 2.95109, 0.14945, 0.471912, 1, 0
6, 202, 24, 123, 18, 81, 0, 1.75333, 0.147577, 0.47084, 1, 0
6, 203, 7, 70, 15, 48, 0, 1.40979, 0.176499, 0.688618, 1, 0
6, 204, 27, 125, 15, 83, 0, 2.83456, 0.148823, 0.47186, 1, 0
6, 205, 7, 63, 12, 44, 0, 1.3165, 0.118543, 0.487771, 1, 0
6, 206, 24, 116, 10, 82, 0, 3.00752, 0.169048, 0.771853, 1, 0
6, 207, 25, 110, 7, 78, 0, 3.5873, 0.17734, 0.773181, 1, 0
6, 208, 5, 15, 2, 8, 0, 3.33189, 0.967188, 1.94846, 0, 0
6, 209, 4, 28, 5, 19, 0, 0.823901, 0.141962, -0.883623, 1, 0
6, 210, 14, 62, 8, 40, 0, 1.8246, 0.364709, -0.636107, 1, 0
6, 211, 12, 175, 29, 134, 0, 0.951066, 0.352494, -0.310059, 1, 0
6, 212, 17, 77, 8, 52, 0, 1.97786, 0.24081, 0.0534329, 1, 0
6, 213, 18, 54, 4, 32, 0, 1.10083, 0.467597, 0.0557917, 1, 0
6, 214, 18, 51, 2, 31, 0, 1.80175, 0.557009, 0.0546646, 1, 0
6, 215, 16, 74, 7, 51, 0, 1.4458, 0.233694, 0.0536558, 1, 0
6, 216, 38, 171, 18, 115, 0, 1.76532, 0.398742, -0.30985, 0, 0
6, 217, 12, 42, 2, 28, 0, 2.16305, 2.70854, -0.30694, 1, 0
6, 218, 40, 176, 9, 127, 0, 2.2246, 0.390712, 0.0524521, 1, 0
6, 219, 17, 77, 7, 53, 0, 1.4141, 0.283416, 0.0534422, 1, 0
6, 220, 19, 59, 5, 35, 0, 1.83929, 1.22524, 0.0569896, 1, 0
6, 221, 17, 53, 3, 33, 0, 1.60397, 0.829312, 0.0582029, 1, 0
6, 222, 41, 178, 8, 129, 0, 2.54777, 0.383519, 0.0522793, 0, 0
6, 223, 41, 177, 7, 129, 0, 3.00645, 0.381258, 0.0522915, 1, 0
6, 224, 18, 51, 2, 31, 0, 1.33848, 0.68327, 0.0543361, 1, 0
6, 225, 18, 51, 2, 31, 0, 1.28234, 0.73034, 0.054535, 1, 0
6, 226, 40, 176, 7, 129, 0, 3.12318, 0.381545, 0.0524296, 1, 0
6, 227, 14, 42, 0, 28, 0, 4.48182, 0.387224, -0.19628, 1, 0
6, 228, 36, 166, 11, 119, 0, 1.23895, 0.397904, 0.0517628, 1, 0
6, 229, 38, 170, 8, 124, 0, 1.51504, 0.385296, 0.0520993, 1, 0
6, 230, 12, 36, 1, 23, 0, 1.56677, 0.556908, 0.0524358, 1, 0
6, 231, 38, 170, 6, 126, 0, 3.68925, 0.376221, 0.0520409, 1, 0
6, 232, 42, 162, 6, 114, 0, 2.09987, 0.239727, -0.2106, 0, 0
6, 233, 13, 36, 1, 22, 0, 2.05509, 1.20868, 0.0564392, 1, 0
6, 234, 13, 158, 20, 125, 0, 1.51264, 0.301926, 0.0539215, 1, 0
6, 235, 40, 157, 6, 111, 0, 1.6573, 0.240645, -0.210551, 1, 0
6, 236, 39, 154, 7, 108, 0, 1.50868, 0.246335, -0.210811, 1, 0
6, 237, 39, 157, 6, 112, 0, 1.8748, 0.238587, -0.210574, 1, 0
6, 238, 39, 152, 7, 106, 0, 2.39146, 0.250577, -0.210821, 1, 0
6, 239, 37, 154, 7, 110, 0, 1.37751, 0.243544, -0.210979, 1, 0
6, 240, 39, 151, 5, 107, 0, 2.24761, 0.243932, -0.210616, 1, 0
6, 241, 40, 150, 5, 105, 0, 1.75107, 0.246635, -0.210576, 1, 0
6, 242, 40, 151, 6, 105, 0, 1.76625, 0.247142, -0.210569, 1, 0
6, 243, 12, 33, 1, 20, 0, 2.10598, 4.76358, 0.058374, 1, 0
6, 244, 11, 30, 1, 18, 0, 2.47954, 0.526147, 0.0631568, 1, 0
6, 245, 35, 143, 6, 102, 0, 1.85758, 0.245601, -0.210415, 1, 0
6, 246, 37, 148, 6, 105, 0, 2.32557, 0.242398, -0.211537, 1, 0
6, 247, 39, 151, 5, 107, 0, 2.12561, 0.246973, -0.21067, 1, 0
6, 248, 35, 145, 7, 103, 0, 1.55169, 0.237988, -0.210434, 1, 0
6, 249, 37, 146, 6, 103, 0, 1.27432, 0.243937, -0.210417, 1, 0
6, 250, 35, 143, 6, 102, 0, 1.87723, 0.244113, -0.210408, 1, 0
6, 251, 37, 148, 6, 105, 0, 2.35203, 0.242132, -0.211536, 1, 0
6, 252, 35, 139, 7, 97, 0, 2.96553, 0.25172, -0.210335, 1, 0
6, 253, 33, 136, 6, 97, 0, 2.65571, 0.237275, -0.210034, 1, 0
6, 254, 36, 146, 6, 104, 0, 1.92745, 0.240649, -0.210429, 1, 0
6, 255, 36, 143, 6, 101, 0, 3.2007, 0.23659, -0.210562, 1, 0
6, 256, 33, 135, 7, 95, 0, 1.85557, 0.248247, -0.210266, 1, 0
6, 257, 15, 60, 4, 41, 0, 0.534865, 0.274698, -0.0700721, 1, 0
6, 258, 13, 49, 4, 32, 0, 0.59756, 0.265316, -0.071118, 1, 0
6, 259, 13, 52, 4, 35, 0, 0.590642, 0.258289, -0.0715796, 1, 0
6, 260, 13, 53, 4, 36, 0, 0.659952, 0.255394, -0.0725465, 1, 0
6, 261, 11, 41, 2, 28, 0, 0.679308, 0.260399, -0.0684942, 1, 0
6, 262, 11, 41, 2, 28, 0, 0.670519, 0.265436, -0.0678669, 1, 0
6, 263, 11, 41, 2, 28, 0, 0.691832, 0.272155, -0.0684998, 1, 0
6, 264, 9, 33, 0, 24, 0, 0.94471, 0.249555, -0.0714965, 1, 0
6, 265, 11, 30, 0, 19, 0, 4.15205, 5.46149, 0.494644, 1, 0
6, 266, 9, 24, 0, 15, 0, 3.27366, 3.21968, 0.473202, 1, 0
6, 267, 41, 159, 16, 102, 0, 2.43496, 0.164809, 0.77, 0, 0
6, 268, 40, 156, 17, 99, 0, 2.52617, 0.164722, 0.770578, 1, 0
6, 269, 41, 159, 16, 102, 0, 2.43876, 0.165459, 0.770049, 1, 0
6, 270, 38, 157, 17, 102, 0, 2.62864, 0.164643, 0.770338, 1, 0
6, 271, 39, 157, 16, 102, 0, 2.65364, 0.164206, 0.770276, 1, 0
6, 272, 35, 146, 15, 96, 0, 2.58452, 0.165553, 0.769779, 1, 0
6, 273, 38, 156, 17, 101, 0, 2.54489, 0.163336, 0.770449, 1, 0
6, 274, 34, 153, 22, 97, 0, 1.67526, 0.135266, 0.474268, 1, 0
6, 275, 33, 154, 21, 100, 0, 1.36888, 0.134771, 0.474404, 1, 0
6, 276, 30, 153, 25, 98, 0, 2.60277, 0.162661, 0.767497, 1, 0
6, 277, 32, 146, 18, 96, 0, 2.46425, 0.164918, 0.769568, 1, 0
6, 278, 38, 151, 14, 99, 0, 2.48306, 0.167376, 0.76999, 1, 0
6, 279, 39, 151, 13, 99, 0, 2.97761, 0.166514, 0.770028, 1, 0
6, 280, 32, 148, 21, 95, 0, 1.40923, 0.135259, 0.475452, 1, 0
6, 281, 35, 152, 21, 96, 0, 1.63956, 0.145233, 0.471961, 1, 0
6, 282, 38, 150, 14, 98, 0, 2.46553, 0.166941, 0.769933, 1, 0
6, 283, 38, 148, 12, 98, 0, 3.03144, 0.167062, 0.770169, 1, 0
6, 284, 37, 148, 13, 98, 0, 2.74735, 0.168181, 0.770185, 1, 0
6, 285, 37, 151, 15, 99, 0, 2.93864, 0.165653, 0.770469, 1, 0
6, 286, 32, 148, 21, 95, 0, 1.34712, 0.135272, 0.475425, 1, 0
6, 287, 31, 147, 21, 95, 0, 1.9451, 0.135873, 0.475586, 1, 0
6, 288, 35, 152, 21, 96, 0, 1.52764, 0.144885, 0.471917, 1, 0
6, 289, 30, 143, 21, 92, 0, 1.23431, 0.135299, 0.475794, 1, 0
6, 290, 35, 146, 15, 96, 0, 2.57658, 0.165525, 0.769774, 1, 0
6, 291, 32, 145, 18, 95, 0, 2.26375, 0.164687, 0.769489, 1, 0
6, 292, 35, 143, 13, 95, 0, 2.73231, 0.166113, 0.770009, 1, 0
6, 293, 35, 143, 13, 95, 0, 2.87403, 0.166941, 0.770089, 1, 0
6, 294, 36, 151, 20, 95, 0, 1.87866, 0.144357, 0.47216, 0, 0
6, 295, 33, 148, 22, 93, 0, 1.36877, 0.136446, 0.475306, 1, 0
6, 296, 34, 148, 20, 94, 0, 2.18153, 0.145071, 0.47164, 1, 0
6, 297, 34, 150, 20, 96, 0, 2.2867, 0.145176, 0.471657, 1, 0
6, 298, 31, 149, 22, 96, 0, 2.2638, 0.144533, 0.471578, 1, 0
6, 299, 31, 145, 20, 94, 0, 1.26959, 0.134874, 0.475105, 1, 0
6, 300, 34, 150, 20, 96, 0, 2.31579, 0.145208, 0.471662, 1, 0
6, 301, 24, 149, 30, 95, 0, 1.43741, 0.1439, 0.470181, 1, 0
6, 302, 34, 147, 20, 93, 0, 1.81448, 0.145358, 0.47237, 1, 0
6, 303, 32, 141, 19, 90, 0, 1.92692, 0.145707, 0.472298, 1, 0
6, 304, 2, 17, 5, 10, 0, 0.726654, 0.0724582, 1.41921, 0, 0
6, 305, 20, 97, 5, 72, 0, 4.35439, 0.534602, 0.871737, 1, 0
6, 306, 20, 96, 5, 71, 0, 4.49917, 0.553712, 0.87194, 1, 0
6, 307, 20, 115, 6, 89, 0, 3.70005, 0.413107, 0.868615, 1, 0
6, 308, 20, 114, 6, 88, 0, 3.71566, 0.41839, 0.868626, 1, 0
6, 309, 9, 42, 2, 31, 0, 1.16059, 0.480676, 0.834246, 1, 0
6, 310, 4, 13, 2, 7, 0, 3.79914, 0.309739, 1.79584, 1, 0
6, 311, 11, 52, 10, 31, 0, 1.63607, 0.242803, -0.625692, 1, 0
6, 312, 6, 18, 3, 9, 0, 1.13801, 0.979356, -0.545128, 1, 0
6, 313, 7, 21, 3, 11, 0, 1.39954, 0.833546, -0.581531, 1, 0
