# format: trackId, is-primary, nHits, pt, eta, pdg, q
0, 1, 0, 0.280585, 2.74184, 2212, 3.000000
1, 1, 0, 0.221335, 3.54275, 2212, 3.000000
2, 1, 0, 0.342567, -0.402715, 2112, 0.000000
3, 1, 0, 0.208511, 3.59952, 2212, 3.000000
4, 1, 0, 0.281726, 2.92112, 2212, 3.000000
5, 1, 0, 0.17509, 3.76612, 2212, 3.000000
6, 1, 0, 0.213267, 3.68249, 2112, 0.000000
7, 1, 0, 0.289754, 3.32093, 2112, 0.000000
8, 1, 0, 0.626665, -1.36482, 2112, 0.000000
9, 1, 0, 0.0838188, 4.6808, 2212, 3.000000
10, 1, 0, 0.314614, 2.70734, 2112, 0.000000
11, 1, 0, 0.121499, 4.13466, 2212, 3.000000
12, 1, 0, 0.131818, 3.99592, 2212, 3.000000
13, 1, 0, 0.425821, 3.03713, 2212, 3.000000
14, 1, 0, 0.554664, 2.69106, 2112, 0.000000
15, 1, 0, 0.386985, 2.21583, 2112, 0.000000
16, 1, 0, 1.07799, -1.01095, 2112, 0.000000
17, 1, 0, 0.137191, 3.71012, 2212, 3.000000
18, 1, 0, 0.0712814, 4.81056, 2212, 3.000000
19, 1, 39, 0.793222, 1.36758, 2212, 3.000000
20, 1, 0, 0.00894875, 6.80664, 2112, 0.000000
21, 1, 0, 0.184156, 3.5302, 2212, 3.000000
22, 1, 0, 0.243582, 2.77742, 2112, 0.000000
23, 1, 0, 0.0257913, 5.60069, 2212, 3.000000
24, 1, 0, 0.210942, 3.60057, 2212, 3.000000
25, 1, 0, 0.0535443, -2.18393, 2112, 0.000000
26, 1, 0, 0.229365, 3.53338, 2212, 3.000000
27, 1, 0, 0.335327, 1.316, 2112, 0.000000
28, 1, 0, 0.0846965, 4.60441, 2212, 3.000000
29, 1, 0, 0.4209, 0.00840286, 2112, 0.000000
30, 1, 0, 0.220361, 3.5938, 2212, 3.000000
31, 1, 0, 0.345287, 2.75682, 2212, 3.000000
32, 1, 0, 0.114226, 3.92683, 2212, 3.000000
33, 1, 0, 1.07744, 1.80078, 2112, 0.000000
34, 1, 0, 0.102829, 4.24528, 2212, 3.000000
35, 1, 0, 0.532003, -0.341264, 2112, 0.000000
36, 1, 0, 0.327685, 2.55148, 2112, 0.000000
37, 1, 0, 0.316454, 3.04391, 2112, 0.000000
38, 1, 53, 1.5558, -0.450226, 2212, 3.000000
39, 1, 0, 0.723118, -0.152663, 2112, 0.000000
40, 1, 0, 0.160178, 3.65256, 2212, 3.000000
41, 1, 0, 0.697486, 2.79993, 2112, 0.000000
42, 1, 0, 0.250471, 3.30416, 2212, 3.000000
43, 1, 0, 0.116416, 4.16983, 2212, 3.000000
44, 1, 0, 0.181442, 3.67231, 2212, 3.000000
45, 1, 0, 0.266293, 2.95918, 2212, 3.000000
46, 1, 0, 0.0852313, 4.07946, 2212, 3.000000
47, 1, 38, 0.423103, 1.31977, 2212, 3.000000
48, 1, 0, 0.160902, 2.56801, 2112, 0.000000
49, 1, 0, 0.0356282, 5.51487, 2212, 3.000000
50, 1, 0, 0.0559062, 4.62029, 2212, 3.000000
51, 1, 0, 0.862236, 1.49449, 2112, 0.000000
52, 1, 0, 0.152563, 3.90048, 2212, 3.000000
53, 1, 0, 0.212975, 3.57788, 2212, 3.000000
54, 1, 0, 0.0435764, 5.1627, 2212, 3.000000
55, 1, 0, 0.110473, 4.07237, 2212, 3.000000
56, 1, 0, 0.47187, -0.408702, 2112, 0.000000
57, 1, 0, 0.161192, 3.81161, 2212, 3.000000
58, 1, 0, 0.578756, 2.43145, 2212, 3.000000
59, 1, 0, 0.145696, 4.00816, 2212, 3.000000
60, 1, 53, 1.07977, 0.0725775, 2212, 3.000000
61, 1, 0, 0.178017, 3.64524, 2212, 3.000000
62, 1, 0, 0.168077, 3.97811, 2212, 3.000000
63, 1, 0, 0.231934, 3.41418, 2212, 3.000000
64, 1, 0, 0.0694655, 4.7144, 2212, 3.000000
65, 1, 0, 0.172197, 3.45185, 2212, 3.000000
66, 1, 0, 0.356679, 2.87272, 2112, 0.000000
67, 1, 0, 1.06022, -0.400796, 2112, 0.000000
68, 1, 53, 0.490991, 0.0763707, 2212, 3.000000
69, 1, 0, 0.239662, 3.3491, 2212, 3.000000
70, 1, 0, 0.667351, 1.24091, 2112, 0.000000
71, 1, 0, 0.188869, 4.08405, 2212, 3.000000
72, 1, 0, 0.294165, 3.30628, 2212, 3.000000
73, 1, 0, 0.0969127, 4.02431, 2212, 3.000000
74, 1, 0, 0.218239, 3.53923, 2212, 3.000000
75, 1, 0, 0.228622, 3.36626, 2212, 3.000000
76, 1, 0, 0.179216, 3.5589, 2212, 3.000000
77, 1, 43, 0.554063, 1.08823, 2212, 3.000000
78, 1, 0, 0.18325, 3.58167, 2112, 0.000000
79, 1, 0, 0.403433, -1.37855, 3122, 0.000000
80, 1, 0, 0.740253, 1.83843, 3112, -3.000000
