# format: x, y, z, (trackId)+
410.911, -57.8455, 866.422, 4601
411.044, -56.8999, 202.137, 4601
410.999, -57.2188, 1263.7, 4601
411.188, -55.8771, 310.638, 4601
411.688, -52.3156, 377.167, 4601
411.688, -52.3156, 253.831, 4601
411.688, -52.3156, 158.761, 4601
411.688, -52.3156, 147.369, 4601
412.085, -49.1287, 121.303, 4601
412.043, -49.5274, 237.405, 4601
412.129, -48.7103, 174.436, 4601
414.962, -4.22147, 1569.17, 5026
366.937, 193.784, 10.9789, 406
341.207, 236.213, 196.379, 401
331.828, 249.254, 1360.63, 6210
253.102, 328.85, 1098.05, 4029
239.558, 338.873, 1114.57, 4029
224.372, 349.112, 1249.51, 5143
167.582, 379.621, 820.972, 3599
33.8314, 413.61, 330.01, 416
17.1992, 414.615, 496.71, 411
-173.502, 376.985, 492.255, 6198
-174.399, 376.586, 125.584, 6198
-185.661, 371.135, 79.9584, 6198
-180.623, 373.592, 1251.75, 6198
-186.492, 370.73, 1230.25, 6198
-189.981, 368.959, 436.864, 6198
-196.147, 365.681, 35.5132, 6198
-199.583, 363.854, 396.343, 6198
-211.758, 356.899, 1015.01, 3861
-414.279, 24.2669, 1628.47, 6211
-414.798, -11.9555, 1325.15, 3856
-414.653, -16.1095, 1450.16, 3859
-414.562, -18.7157, 1485.51, 4793
-348.069, -226.041, 1475.3, 3860
-346.7, -228.07, 189.712, 2219
-202.65, -362.158, 1387.29, 6392
-30.6607, -413.832, 947.424, 5035
26.0537, -414.154, 1331.37, 6204
180.777, -373.517, 1592.83, 5059
382.409, -161.234, 130.537, 455
412.833, -42.0076, -861.743, 3280
412.966, -40.7401, -778.911, 407
414.466, -21.4585, -351.054, 405
331.562, 249.631, -1535.57, 2908
192.022, 367.874, -1466.9, 3271
170.69, 378.237, -759.959, 1335
55.3586, 411.26, -425.267, 1293
17.8103, 414.593, -318.339, 1293
-169.352, 378.833, -99.4472, 1293
-173.88, 376.817, -232.047, 6198
-185.309, 371.307, -95.772, 1293
-176.456, 375.625, -1229.02, 6198
-186.978, 370.493, -604.651, 6198
-179.096, 374.337, -1582.11, 6198
-177.627, 375.054, -881.168, 6198
-184.494, 371.705, -908.56, 6198
-180.903, 373.456, -260.3, 6198
-190.94, 368.45, -92.469, 1293
-190.624, 368.618, -944.531, 6198
-193.33, 367.178, -304.1, 6198
-199.594, 363.848, -983.377, 6198
-212.883, 356.249, -86.2905, 1293
-203.1, 361.897, -1349.25, 6198
-232.035, 344.026, -78.9597, 1293
-229.005, 346.069, -539.786, 1520
-327.044, 255.414, -414.396, 1293
-344.431, 231.434, -511.774, 1293
-349.633, 223.537, -1248.24, 1607
-356.409, 212.607, -1418.47, 1610
-367.887, 191.999, -735.934, 1293
-375.593, 176.522, -1019.18, 1293
-414.227, 25.0142, -143.342, 402
-412.873, -41.6242, -1209.44, 2231
-373.85, -180.095, -580.36, 857
-346.583, -228.244, -410.42, 3188
-344.789, -230.903, -481.723, 3188
-344.657, -231.099, -445.419, 3188
-331.956, -249.078, -73.9546, 409
-250.465, -330.91, -517.393, 1362
-251.489, -330.11, -410.312, 1362
-252.956, -328.964, -1402.96, 1362
-249.951, -331.322, -627.316, 1362
-240.265, -338.359, -640.506, 1362
-242.454, -336.769, -526.934, 1362
-245.681, -334.424, -1277.55, 1362
-243.291, -336.161, -761.056, 1362
-247.516, -333.091, -1008.01, 1362
-245.744, -334.378, -889.183, 1362
-230.573, -345.012, -1636.93, 1362
-208.932, -358.531, -1627.34, 1362
-186.862, -370.549, -1616.51, 1362
-178.122, -374.812, -1611.12, 1362
-162.28, -381.986, -1603.01, 1362
-38.633, -413.188, -1231.54, 1846
44.9413, -412.525, -1315.06, 1620
48.7812, -412.121, -942.263, 3174
358.128, -209.629, -738.813, 1125
411.554, -80.2535, 1378.66, 4601
412.831, -73.0112, 1562.33, 4601
413.705, -68.0552, 1537.32, 4601
413.019, -71.9441, 1498.6, 4601
412.306, -75.9896, 1445.41, 4601
412.158, -76.8309, 1413.85, 4601
413.406, -69.7487, 1418.74, 4601
412.739, -73.5319, 1341.26, 4601
411.926, -78.1415, 1287.06, 4601
412.683, -73.8535, 1206.24, 4601
412.8, -73.1893, 272.173, 4601
413.078, -71.6131, 237.72, 4601
413.563, -68.8608, 1611.14, 4601
413.184, -71.01, 1247.83, 4601
413.252, -70.6268, 1139.98, 4601
412.437, -75.2452, 800.613, 4601
413.091, -71.5371, 552.627, 4601
413.317, -70.2554, 333.678, 4601
413.116, -71.3936, 186.684, 4601
413.424, -69.6468, 153.891, 4601
413.141, -71.2507, 128.549, 4601
412.924, -72.4865, 1361.03, 4601
413.291, -70.4034, 1295.68, 4601
413.987, -66.454, 1084.19, 4601
413.83, -67.3444, 964.934, 4601
412.924, -72.4865, 947.13, 4601
412.924, -72.4865, 767.153, 4601
412.924, -72.4865, 609.942, 4601
413.825, -67.3731, 421.059, 4601
413.457, -69.4613, 293.305, 4601
414.021, -66.2655, 1574.2, 4601
413.779, -67.6373, 939.572, 4601
413.779, -67.6373, 836.942, 4601
413.779, -67.6373, 703.953, 4601
414.016, -66.2897, 634.459, 4601
413.779, -67.6373, 214.48, 4601
413.779, -67.6373, 106.456, 4601
414.292, -64.5023, 1203, 4601
414.925, -59.9986, 244.578, 4601
414.281, -64.5825, 1255.3, 4601
414.31, -64.3797, 782.394, 4601
414.12, -65.7304, 728.824, 4601
414.295, -64.4852, 1273.53, 4601
414.245, -64.8428, 1027.73, 4601
414.368, -63.9637, 665.148, 4601
414.601, -62.3074, 480.413, 4601
414.152, -65.5033, 1350.8, 4601
414.088, -65.9545, 1154.14, 4601
414.403, -63.7141, 907.755, 4601
414.564, -62.5679, 395.06, 4601
414.782, -61.0179, 364.674, 4601
414.588, -62.3985, 575.339, 4601
271.27, 319.653, 1208.89, 6059
153.4, 390.185, 41.4812, 395
146.195, 392.933, 1031.56, 4192
-70.6249, 413.252, 1487.75, 5663
-277.31, 314.449, 681.39, 4465
-323.85, 266.268, 759.362, 3779
-393.129, 145.654, 120.626, 399
-411.79, 78.9173, 439.126, 3188
-411.597, 80.0092, 65.6004, 452
-393.838, -143.706, 296.226, 3188
-272.7, -318.453, 1143.76, 5194
-150.902, -391.194, 1103, 97
322.093, -268.362, 1579.68, 5922
412.686, -73.8363, -1610.39, 1609
