# format: trackId, is-primary, nHits, pt, eta, pdg, q
0, 1, 0, 0.0988051, 4.10952, 2212, 3.000000
1, 1, 0, 0.172538, 3.8668, 2212, 3.000000
2, 1, 0, 0.143053, 3.94532, 2212, 3.000000
3, 1, 0, 0.0367228, 5.46488, 2212, 3.000000
4, 1, 0, 0.174743, 3.7015, 2212, 3.000000
5, 1, 0, 0.244994, 3.29962, 2212, 3.000000
6, 1, 0, 0.134454, 4.03445, 2212, 3.000000
7, 1, 0, 0.173391, 3.62387, 2212, 3.000000
8, 1, 0, 0.11196, 3.96723, 2212, 3.000000
9, 1, 0, 0.19191, 3.68892, 2212, 3.000000
10, 1, 0, 0.186717, 3.51436, 2212, 3.000000
11, 1, 0, 0.144758, 3.78887, 2212, 3.000000
12, 1, 0, 0.113702, 4.00037, 2212, 3.000000
13, 1, 0, 0.141158, 3.78434, 2212, 3.000000
14, 1, 0, 0.203384, 3.48517, 2212, 3.000000
15, 1, 0, 0.094351, 4.36795, 2212, 3.000000
16, 1, 0, 0.0903485, 4.36406, 2212, 3.000000
17, 1, 0, 0.124853, 3.79166, 2212, 3.000000
18, 1, 0, 0.0880523, 4.44347, 2212, 3.000000
19, 1, 0, 0.146483, 4.02179, 2212, 3.000000
20, 1, 0, 0.0407104, 5.08714, 2212, 3.000000
21, 1, 0, 0.0603025, 4.50035, 2212, 3.000000
22, 1, 0, 0.214835, 3.4167, 2212, 3.000000
23, 1, 0, 0.017736, 5.98082, 2212, 3.000000
24, 1, 0, 0.213394, 3.34376, 2212, 3.000000
25, 1, 0, 0.0810171, 4.38047, 2212, 3.000000
26, 1, 0, 0.141083, 4.03107, 2212, 3.000000
27, 1, 0, 0.132092, 3.90307, 2212, 3.000000
28, 1, 0, 0.221248, 3.46356, 2212, 3.000000
29, 1, 0, 0.193602, 3.59003, 2212, 3.000000
30, 1, 0, 0.239925, 3.46699, 2212, 3.000000
31, 1, 0, 0.292209, 3.18282, 2212, 3.000000
32, 1, 0, 0.178533, 3.68859, 2212, 3.000000
33, 1, 0, 0.0405033, 4.88422, 2212, 3.000000
34, 1, 0, 0.0814199, 4.51016, 2212, 3.000000
35, 1, 0, 0.339618, 3.31376, 2212, 3.000000
36, 1, 0, 0.200815, 3.63168, 2212, 3.000000
37, 1, 0, 0.080916, 4.64103, 2212, 3.000000
38, 1, 0, 0.100024, 4.36897, 2212, 3.000000
39, 1, 0, 0.0245142, 5.79722, 2212, 3.000000
40, 1, 0, 0.0225972, 5.49019, 2212, 3.000000
41, 1, 0, 0.126617, 4.09491, 2212, 3.000000
42, 1, 0, 0.219652, 3.59135, 2212, 3.000000
