# format: trackId, is-primary, nHits, pt, eta, pdg, q
322, 1, 0, 0.578765, 0.0403899, 2112, 0.000000
323, 1, 0, 0.783036, -1.48836, 2112, 0.000000
324, 1, 0, 0.586902, -2.37016, 2112, 0.000000
325, 1, 0, 0.144958, -2.60631, 2212, 3.000000
326, 1, 0, 1.03879, 0.0488839, 2112, 0.000000
327, 1, 55, 0.697937, 0.922494, 2212, 3.000000
328, 1, 0, 0.639819, -2.28439, 2212, 3.000000
329, 1, 0, 0.211151, -0.320121, 3122, 0.000000
330, 1, 0, 0.250903, -3.37934, 2112, 0.000000
331, 1, 53, 0.963206, -0.829341, 2212, 3.000000
332, 1, 0, 0.184935, -3.55352, 2112, 0.000000
333, 1, 0, 0.21083, -2.22511, 2112, 0.000000
334, 1, 0, 0.258292, 3.40492, 2112, 0.000000
335, 1, 0, 0.194811, -3.47534, 2112, 0.000000
336, 1, 0, 0.0481257, -4.82425, 2112, 0.000000
337, 1, 0, 0.974595, -1.2635, 2112, 0.000000
338, 1, 0, 0.512195, 1.9625, 2112, 0.000000
339, 1, 0, 0.33096, -2.79615, 2112, 0.000000
340, 1, 0, 0.176437, -3.57543, 2112, 0.000000
341, 1, 16, 0.470391, 1.84056, 2212, 3.000000
342, 1, 4, 0.225914, 2.05026, 2212, 3.000000
343, 1, 0, 0.21736, -3.55413, 2112, 0.000000
344, 1, 0, 0.0233124, -5.29364, 2112, 0.000000
345, 1, 0, 0.149071, -3.8024, 2112, 0.000000
346, 1, 0, 0.0612601, -4.41772, 2112, 0.000000
347, 1, 0, 0.149167, -4.03376, 2112, 0.000000
348, 1, 0, 0.340055, -3.24019, 2112, 0.000000
349, 1, 0, 0.227948, -3.52866, 2112, 0.000000
350, 1, 0, 0.924387, 0.77302, 2112, 0.000000
351, 1, 0, 1.04911, 0.884986, 2112, 0.000000
352, 1, 0, 0.586588, 1.32955, 3222, 3.000000
353, 1, 0, 0.554146, 2.29275, 2112, 0.000000
354, 1, 0, 0.359717, -2.19944, 2112, 0.000000
355, 1, 0, 0.0865585, -4.18431, 2112, 0.000000
356, 1, 0, 0.314051, -2.87911, 2112, 0.000000
357, 1, 0, 0.147537, -3.92079, 2112, 0.000000
358, 1, 0, 0.138523, -4.11589, 2112, 0.000000
359, 1, 0, 0.511547, 2.45266, 2212, 3.000000
360, 1, 0, 0.124937, -2.8959, 2212, 3.000000
361, 1, 0, 0.0951402, -4.1785, 2112, 0.000000
362, 1, 0, 0.438895, 1.45007, 2112, 0.000000
363, 1, 0, 1.15735, -0.0584064, 2112, 0.000000
364, 1, 0, 0.101507, -3.97213, 2112, 0.000000
365, 1, 0, 0.189066, -3.77524, 2212, 3.000000
366, 1, 51, 0.526638, -1.16697, 2212, 3.000000
