#format: eventNumber, prototrackIndex, nMeasurements, nStates, nOutliers, nHoles, nSharedHits, chi2PerNDF, pT, eta, duplicate, fake
1, 168, 15, 40, 0, 25, 0, 3.25704, 0.126696, 0.408675, 1, 0
1, 169, 16, 48, 1, 31, 0, 3.37692, 0.118609, 0.407177, 0, 0
1, 170, 11, 31, 0, 20, 0, 2.20359, 0.270298, -1.51631, 1, 0
1, 171, 10, 28, 0, 18, 0, 2.40649, 0.180306, -1.51459, 1, 0
1, 172, 10, 28, 0, 18, 0, 2.38293, 0.196868, -1.51502, 1, 0
1, 173, 11, 31, 0, 20, 0, 2.18265, 0.227788, -1.51617, 1, 0
1, 174, 10, 28, 0, 18, 0, 2.39807, 0.172867, -1.51456, 1, 0
1, 175, 10, 28, 0, 18, 0, 2.37917, 0.204145, -1.51506, 1, 0
1, 176, 11, 31, 0, 20, 0, 2.19171, 0.186202, -1.51575, 1, 0
1, 177, 9, 25, 0, 16, 0, 2.8093, 0.214448, -1.51675, 1, 0
1, 178, 12, 33, 0, 21, 0, 2.00473, 0.210473, -1.51657, 0, 0
1, 179, 11, 31, 0, 20, 0, 2.2846, 0.157357, -1.51572, 1, 0
1, 180, 10, 28, 0, 18, 0, 1.04978, 0.146175, -1.52072, 1, 0
1, 181, 8, 22, 0, 14, 0, 3.21488, 0.19748, -1.49333, 1, 0
1, 182, 8, 22, 0, 14, 0, 3.19285, 0.167425, -1.5141, 1, 0
1, 183, 9, 25, 0, 16, 0, 2.85179, 0.167047, -1.51551, 1, 0
1, 184, 8, 22, 0, 14, 0, 3.39714, 0.158004, -1.49331, 1, 0
1, 185, 2, 14, 7, 5, 0, 0.0924308, 0.123959, -1.48164, 1, 0
1, 186, 47, 181, 6, 128, 0, 2.37342, 0.630547, 0.647331, 1, 0
1, 187, 12, 36, 1, 23, 0, 1.26454, 1.36424, 0.646439, 1, 0
1, 188, 12, 36, 1, 23, 0, 1.08758, 1.1915, 0.647382, 1, 0
1, 189, 45, 172, 2, 125, 0, 2.64663, 0.674772, 0.646689, 1, 0
1, 190, 47, 171, 1, 123, 0, 1.93264, 0.638251, 0.646419, 0, 0
1, 191, 22, 81, 6, 53, 0, 2.79689, 5.28526, 0.652911, 1, 0
1, 192, 45, 165, 1, 119, 0, 2.20787, 0.635867, 0.647226, 1, 0
1, 193, 44, 171, 2, 125, 0, 3.11308, 0.681634, 0.646767, 1, 0
1, 194, 47, 172, 1, 124, 0, 2.34898, 0.624573, 0.646436, 1, 0
1, 195, 25, 95, 6, 64, 0, 2.93848, 1.57937, 0.651062, 1, 0
1, 196, 44, 165, 1, 120, 0, 2.20509, 0.678425, 0.647325, 1, 0
1, 197, 43, 161, 0, 118, 0, 2.18709, 0.68829, 0.646692, 1, 0
1, 198, 44, 164, 1, 119, 0, 1.94677, 0.651879, 0.647141, 1, 0
1, 199, 41, 155, 0, 114, 0, 1.93271, 0.675406, 0.646627, 1, 0
1, 200, 41, 155, 0, 114, 0, 1.94711, 0.675088, 0.646649, 1, 0
1, 201, 43, 158, 0, 115, 0, 1.91756, 0.654985, 0.646195, 1, 0
1, 202, 44, 161, 0, 117, 0, 2.3331, 0.631632, 0.646576, 1, 0
1, 203, 41, 158, 0, 117, 0, 2.46609, 0.703991, 0.646342, 1, 0
1, 204, 40, 152, 0, 112, 0, 2.00586, 0.654578, 0.646652, 1, 0
1, 205, 40, 152, 0, 112, 0, 2.00836, 0.654327, 0.646653, 1, 0
1, 206, 41, 155, 0, 114, 0, 2.2594, 0.699723, 0.646683, 1, 0
1, 207, 40, 154, 0, 114, 0, 2.42603, 0.705565, 0.646692, 1, 0
1, 208, 39, 149, 0, 110, 0, 2.01063, 0.666706, 0.646467, 1, 0
1, 209, 37, 141, 0, 104, 0, 1.99949, 0.658651, 0.646071, 1, 0
1, 210, 39, 149, 0, 110, 0, 2.4557, 0.709872, 0.646549, 1, 0
1, 211, 37, 141, 0, 104, 0, 1.99439, 0.65619, 0.646056, 1, 0
1, 212, 39, 144, 0, 105, 0, 2.09188, 0.641262, 0.645581, 1, 0
1, 213, 38, 141, 0, 103, 0, 2.12342, 0.638216, 0.646026, 1, 0
1, 214, 39, 143, 0, 104, 0, 2.19645, 0.63105, 0.645594, 1, 0
1, 215, 37, 138, 0, 101, 0, 2.18067, 0.651302, 0.6458, 1, 0
1, 216, 37, 138, 0, 101, 0, 2.25941, 0.644187, 0.645779, 1, 0
1, 217, 38, 141, 0, 103, 0, 2.16537, 0.633978, 0.645983, 1, 0
1, 218, 38, 141, 0, 103, 0, 2.25252, 0.627831, 0.646025, 1, 0
1, 219, 37, 138, 0, 101, 0, 2.33286, 0.635548, 0.645778, 1, 0
1, 220, 33, 128, 0, 95, 0, 2.3111, 0.682962, 0.646136, 1, 0
1, 221, 35, 132, 0, 97, 0, 2.25011, 0.64238, 0.64611, 1, 0
1, 222, 32, 127, 0, 95, 0, 2.29761, 0.627692, 0.646535, 1, 0
1, 223, 34, 132, 0, 98, 0, 2.49461, 0.725874, 0.646248, 1, 0
1, 224, 29, 118, 0, 89, 0, 2.55435, 0.712986, 0.646895, 1, 0
1, 225, 29, 118, 0, 89, 0, 2.38753, 0.650651, 0.646853, 1, 0
1, 226, 27, 112, 0, 85, 0, 2.95747, 0.690229, 0.647672, 1, 0
1, 227, 26, 110, 0, 84, 0, 2.88585, 0.732668, 0.646471, 1, 0
1, 228, 25, 106, 0, 81, 0, 2.82074, 0.732173, 0.645464, 1, 0
1, 229, 18, 77, 0, 59, 0, 2.44909, 0.582929, 0.642791, 1, 0
1, 230, 9, 35, 0, 26, 0, 1.67286, 0.653189, 0.624714, 1, 0
1, 231, 4, 46, 7, 35, 0, 0.42458, 0.0709615, -0.537944, 0, 0
